term_id,japanese,english,german,french,spanish,portuguese,italian,czech,polish,turkish,vietnamese,thai,indonesian,korean,chinese_simplified,chinese_traditional,mexican_spanish,domain,locked
TERM_333,汚れ,contamination,Verschmutzung,contamination,contaminación,contaminação,contaminazione,znečištění,zanieczyszczenie,kirlenme,ô nhiễm,การปนเปื้อน,SEM_333,오염,污染,污染,contaminación,contamination,true
TERM_334,振動,vibration,Vibration,vibration,vibración,vibração,vibrazione,vibrace,wibracja,titreşim,rung động,การสั่นสะเทือน,SEM_334,진동,振动,振動,vibración,vibration,true
TERM_335,騒音,noise,Geräusch,bruit,ruido,ruído,rumore,hluk,hałas,gürültü,tiếng ồn,เสียงรบกวน,SEM_335,소음,噪音,噪音,ruido,noise,true
TERM_336,周囲温度,ambient temperature,Umgebungstemperatur,température ambiante,temperatura ambiente,temperatura ambiente,temperatura ambiente,okolní teplota,temperatura otoczenia,ortam sıcaklığı,nhiệt độ môi trường,อุณหภูมิโดยรอบ,SEM_336,주위 온도,环境温度,環境溫度,temperatura ambiente,ambient_temp,true
TERM_337,流体温度,fluid temperature,Fluidtemperatur,température du fluide,temperatura del fluido,temperatura do fluido,temperatura del fluido,teplota média,temperatura płynu,akışkan sıcaklığı,nhiệt độ chất lỏng,อุณหภูมิของเหลว,SEM_337,유체 온도,流体温度,流體溫度,temperatura del fluido,fluid_temp,true
TERM_338,標高,altitude,Höhe über dem Meeresspiegel,altitude,altitud,altitude,altitudine,nadmořská výška,wysokość npm,rakım,độ cao,ความสูง,SEM_338,표고,海拔,海拔,altitud,altitude,true
TERM_339,取付姿勢,mounting orientation,Einbaulage,orientation de montage,orientación de montaje,orientação de montagem,orientamento di montaggio,montážní poloha,orientacja montażu,montaj yönelimi,định hướng lắp đặt,การวางตำแหน่งการติดตั้ง,SEM_339,설치 자세,安装姿态,安裝姿態,orientación de montaje,mounting_orientation,true
TERM_340,水平,horizontal,horizontal,horizontal,horizontal,horizontal,orizzontale,vodorovně,poziomo,yatay,ngang,แนวนอน,SEM_340,수평,水平,水平,horizontal,mounting_orientation,true
TERM_341,垂直,vertical,vertikal,vertical,vertical,vertical,verticale,svisle,pionowo,dikey,dọc,แนวตั้ง,SEM_341,수직,垂直,垂直,vertical,mounting_orientation,true
TERM_342,防塵,dustproof,staubgeschützt,antipoussière,a prueba de polvo,à prova de poeira,antipolvere,protiprašný,przeciwpyłowy,toz geçirmez,chống bụi,กันฝุ่น,SEM_342,방진,防尘,防塵,a prueba de polvo,dustproof,true
TERM_343,防水,waterproof,wasserdicht,étanche,impermeable,à prova d'água,impermeabile,vodotěsný,wodoszczelny,su geçirmez,chống nước,กันน้ำ,SEM_343,방수,防水,防水,impermeable,waterproof,true
TERM_344,防爆,explosion-proof,explosionsgeschützt,antidéflagrant,a prueba de explosiones,à prova de explosão,antideflagrante,výbušný,przeciwwybuchowy,patlamaya dayanıklı,chống nổ,กันระเบิด,SEM_344,방폭,防爆,防爆,a prueba de explosiones,explosion_proof,true
TERM_345,静電気,static electricity,statische Elektrizität,électricité statique,electricidad estática,eletricidade estática,elettricità statica,statická elektřina,elektryczność statyczna,statik elektrik,điện tĩnh,ไฟฟ้าสถิต,SEM_345,정전기,静电,靜電,electricidad estática,static_electricity,true
TERM_346,電磁ノイズ,electromagnetic noise,elektromagnetische Störung,bruit électromagnétique,ruido electromagnético,ruído eletromagnético,rumore elettromagnetico,elektromagnetické rušení,zakłócenia elektromagnetyczne,elektromanyetik gürültü,nhiễu điện từ,สัญญาณรบกวนแม่เหล็กไฟฟ้า,SEM_346,전자 노이즈,电磁噪声,電磁雜訊,ruido electromagnético,electromagnetic,true
TERM_347,アース,ground,Erdung,terre,tierra,terra,terra,uzemnění,uziemienie,topraklama,заземление,ดิน,SEM_347,접지,接地,接地,tierra,grounding,true
TERM_348,絶縁,insulation,Isolierung,isolation,aislamiento,isolamento,isolamento,izolace,izolacja,yalıtım,cách điện,การฉนวน,SEM_348,절연,绝缘,絕緣,aislamiento,insulation,true
TERM_349,極性,polarity,Polarität,polarité,polaridad,polaridade,polarità,polarita,biegunowość,kutupluluk,cực tính,ขั้ว,SEM_349,극성,极性,極性,polaridad,polarity,true
TERM_350,設定,setting,Einstellung,réglage,ajuste,configuração,impostazione,nastavení,ustawienie,ayar,cài đặt,การตั้งค่า,SEM_350,설정,设置,設定,ajuste,configuration,true
TERM_351,パラメータ,parameter,Parameter,paramètre,parámetro,parâmetro,parametro,parametr,parametr,parametre,tham số,พารามิเตอร์,SEM_351,파라미터,参数,參數,parámetro,configuration,true
TERM_352,モニタリング,monitoring,Überwachung,surveillance,monitoreo,monitoramento,monitoraggio,monitorování,monitorowanie,izleme,giám sát,การตรวจสอบ,SEM_352,모니터링,监控,監控,monitoreo,monitoring,true
TERM_353,データロギング,data logging,Datenerfassung,enregistrement de données,registro de datos,registro de dados,registrazione dati,záznam dat,rejestracja danych,veri kaydetme,ghi dữ liệu,การบันทึกข้อมูล,SEM_353,데이터 로깅,数据记录,資料記錄,registro de datos,data_logging,true
TERM_354,予知保全,predictive maintenance,vorausschauende Wartung,maintenance prédictive,mantenimiento predictivo,manutenção preditiva,manutenzione predittiva,prediktivní údržba,konserwacja predykcyjna,öngörücü bakım,bảo trì dự đoán,การบำรุงรักษาเชิงคาดการณ์,SEM_354,예지 보전,预测性维护,預測性維護,mantenimiento predictivo,predictive_maintenance,true
TERM_355,予防保全,preventive maintenance,vorbeugende Wartung,maintenance préventive,mantenimiento preventivo,manutenção preventiva,manutenzione preventiva,preventivní údržba,konserwacja zapobiegawcza,önleyici bakım,bảo trì phòng ngừa,การบำรุงรักษาเชิงป้องกัน,SEM_355,예방 보전,预防性维护,預防性維護,mantenimiento preventivo,preventive_maintenance,true
TERM_356,品質管理,quality control,Qualitätskontrolle,contrôle qualité,control de calidad,controle de qualidade,controllo qualità,kontrola kvality,kontrola jakości,kalite kontrol,kiểm soát chất lượng,การควบคุมคุณภาพ,SEM_356,품질 관리,质量控制,品質管制,control de calidad,quality,true
TERM_357,品質保証,quality assurance,Qualitätssicherung,assurance qualité,aseguramiento de la calidad,garantia de qualidade,garanzia della qualità,zajištění kvality,zapewnienie jakości,kalite güvencesi,đảm bảo chất lượng,การประกันคุณภาพ,SEM_357,품질 보증,质量保证,品質保證,aseguramiento de la calidad,quality,true
TERM_358,検査,inspection,Inspektion,inspection,inspección,inspeção,ispezione,kontrola,inspekcja,muayene,kiểm tra,การตรวจสอบ,SEM_358,검사,检查,檢查,inspección,testing,true
TERM_359,試験,test,Prüfung,essai,prueba,teste,prova,zkouška,próba,test,thử nghiệm,การทดสอบ,SEM_359,시험,试验,試驗,prueba,testing,true
TERM_360,耐久試験,endurance test,Dauerfestigkeitsprüfung,essai d'endurance,prueba de resistencia,teste de resistência,prova di resistenza,zkouška vytrvalosti,próba wytrzymałościowa,dayanıklılık testi,thử nghiệm độ bền,การทดสอบความทนทาน,SEM_360,내구 시험,耐久试验,耐久試驗,prueba de resistencia,testing,true
TERM_361,気密試験,airtightness test,Dichtigkeitsprüfung,essai d'étanchéité,prueba de hermeticidad,teste de estanqueidade,prova di tenuta,zkouška těsnosti,próba szczelności,hava geçirmezlik testi,thử nghiệm độ kín khí,การทดสอบความแน่นอากาศ,SEM_361,기밀 시험,气密试验,氣密試驗,prueba de hermeticidad,testing,true
TERM_362,耐圧試験,pressure test,Druckprüfung,essai de pression,prueba de presión,teste de pressão,prova di pressione,tlaková zkouška,próba ciśnieniowa,basınç testi,thử nghiệm áp suất,การทดสอบความดัน,SEM_362,내압 시험,耐压试验,耐壓試驗,prueba de presión,testing,true
TERM_363,ニトリルゴム,nitrile rubber,Nitrilkautschuk,caoutchouc nitrile,caucho nitrilo,borracha nitrílica,gomma nitrile,nitrilový kaučuk,guma nitrylowa,nitril kauçuk,cao su nitrile,ยางไนไตรล์,SEM_363,니트릴 고무,丁腈橡胶,丁腈橡膠,caucho nitrilo,materials,true
TERM_364,フッ素ゴム,fluorine rubber,Fluorkautschuk,caoutchouc fluoré,caucho fluorado,borracha fluorada,gomma fluorurata,fluorový kaučuk,guma fluorowa,flor kauçuk,cao su flo,ยางฟลูออรีน,SEM_364,불소 고무,氟橡胶,氟橡膠,caucho fluorado,materials,true
TERM_365,ウレタンゴム,urethane rubber,Urethankautschuk,caoutchouc uréthane,caucho de uretano,borracha de uretano,gomma uretanica,uretanový kaučuk,guma uretanowa,üretan kauçuk,cao su urethane,ยางยูรีเทน,SEM_365,우레탄 고무,聚氨酯橡胶,聚氨酯橡膠,caucho de uretano,materials,true
TERM_366,シリコーンゴム,silicone rubber,Silikonkautschuk,caoutchouc silicone,caucho de silicona,borracha de silicone,gomma siliconica,silikonový kaučuk,guma silikonowa,silikon kauçuk,cao su silicon,ยางซิลิโคน,SEM_366,실리콘 고무,硅橡胶,矽橡膠,caucho de silicona,materials,true
TERM_367,硬度,hardness,Härte,dureté,dureza,dureza,durezza,tvrdost,twardość,sertlik,độ cứng,ความแข็ง,SEM_367,경도,硬度,硬度,dureza,materials,true
TERM_368,引張強度,tensile strength,Zugfestigkeit,résistance à la traction,resistencia a la tracción,resistência à tração,resistenza alla trazione,pevnost v tahu,wytrzymałość na rozciąganie,çekme mukavemeti,độ bền kéo,ความต้านทานแรงดึง,SEM_368,인장 강도,拉伸强度,拉伸強度,resistencia a la tracción,materials,true
TERM_369,耐熱性,heat resistance,Hitzebeständigkeit,résistance à la chaleur,resistencia al calor,resistência ao calor,resistenza al calore,odolnost proti teplu,odporność na ciepło,ısıya dayanıklılık,khả năng chịu nhiệt,ความต้านทานความร้อน,SEM_369,내열성,耐热性,耐熱性,resistencia al calor,materials,true
TERM_370,耐油性,oil resistance,Ölbeständigkeit,résistance à l'huile,resistencia al aceite,resistência ao óleo,resistenza all'olio,odolnost proti oleji,odporność na olej,yağa dayanıklılık,khả năng chịu dầu,ความต้านทานน้ำมัน,SEM_370,내유성,耐油性,耐油性,resistencia al aceite,materials,true
TERM_371,耐薬品性,chemical resistance,Chemikalienbeständigkeit,résistance chimique,resistencia química,resistência química,resistenza chimica,chemická odolnost,odporność chemiczna,kimyasal dayanıklılık,khả năng chịu hóa chất,ความต้านทานสารเคมี,SEM_371,내약품성,耐化学性,耐化學性,resistencia química,materials,true
TERM_372,めっき,plating,Beschichtung,placage,galvanizado,revestimento,placcatura,pokovení,powłoka galwaniczna,kaplama,mạ,การชุบ,SEM_372,도금,电镀,電鍍,galvanizado,coating,true
TERM_373,ニッケルめっき,nickel plating,Vernicklung,nickelage,niquelado,niquelação,nichelatura,ponikování,niklowanie,nikel kaplama,mạ niken,การชุบนิกเกิล,SEM_373,니켈 도금,镀镍,鍍鎳,niquelado,coating,true
TERM_374,クロムめっき,chrome plating,Verchromung,chromage,cromado,cromagem,cromatura,chromování,chromowanie,krom kaplama,mạ crom,การชุบโครเมียม,SEM_374,크롬 도금,镀铬,鍍鉻,cromado,coating,true
TERM_375,塗装,painting,Lackierung,peinture,pintura,pintura,verniciatura,lakování,malowanie,boyama,sơn,การทาสี,SEM_375,도장,涂装,塗裝,pintura,coating,true
TERM_376,搬送,conveying,Förderung,convoyage,transporte,transporte,trasporto,doprava,transport,taşıma,vận chuyển,การลำเลียง,SEM_376,반송,输送,輸送,transporte,application,true
TERM_377,位置決め,positioning,Positionierung,positionnement,posicionamiento,posicionamento,posizionamento,polohování,pozycjonowanie,konumlama,định vị,การกำหนดตำแหน่ง,SEM_377,위치 결정,定位,定位,posicionamiento,application,true
TERM_378,把持,gripping,Greifen,préhension,sujeción,preensão,presa,uchopení,chwytanie,kavrama,kẹp,การจับ,SEM_378,파지,抓取,抓取,sujeción,application,true
TERM_379,組立,assembly,Montage,assemblage,montaje,montagem,assemblaggio,montáž,montaż,montaj,lắp ráp,การประกอบ,SEM_379,조립,装配,裝配,montaje,application,true
TERM_380,加工,processing,Bearbeitung,traitement,procesamiento,processamento,lavorazione,zpracování,obróbka,işleme,gia công,การแปรรูป,SEM_380,가공,加工,加工,procesamiento,application,true
TERM_381,包装,packaging,Verpackung,emballage,empaque,embalagem,imballaggio,balení,pakowanie,ambalaj,đóng gói,การบรรจุ,SEM_381,포장,包装,包裝,empaque,application,true
TERM_382,自動車産業,automotive industry,Automobilindustrie,industrie automobile,industria automotriz,indústria automotiva,industria automobilistica,automobilový průmysl,przemysł motoryzacyjny,otomotiv endüstrisi,công nghiệp ô tô,อุตสาหกรรมยานยนต์,SEM_382,자동차 산업,汽车工业,汽車工業,industria automotriz,industry,true
TERM_383,半導体産業,semiconductor industry,Halbleiterindustrie,industrie des semi-conducteurs,industria de semiconductores,indústria de semicondutores,industria dei semiconduttori,polovodičový průmysl,przemysł półprzewodnikowy,yarı iletken endüstrisi,công nghiệp bán dẫn,อุตสาหกรรมเซมิคอนดักเตอร์,SEM_383,반도체 산업,半导体工业,半導體工業,industria de semiconductores,industry,true
TERM_384,食品産業,food industry,Lebensmittelindustrie,industrie alimentaire,industria alimentaria,indústria alimentícia,industria alimentare,potravinářský průmysl,przemysł spożywczy,gıda endüstrisi,công nghiệp thực phẩm,อุตสาหกรรมอาหาร,SEM_384,식품 산업,食品工业,食品工業,industria alimentaria,industry,true
TERM_385,医薬品産業,pharmaceutical industry,Pharmaindustrie,industrie pharmaceutique,industria farmacéutica,indústria farmacêutica,industria farmaceutica,farmaceutický průmysl,przemysł farmaceutyczny,ilaç endüstrisi,công nghiệp dược phẩm,อุตสาหกรรมเภสัชกรรม,SEM_385,제약 산업,制药工业,製藥工業,industria farmacéutica,industry,true
TERM_386,取扱説明書,instruction manual,Bedienungsanleitung,manuel d'instructions,manual de instrucciones,manual de instruções,manuale di istruzioni,návod k obsluze,instrukcja obsługi,kullanım kılavuzu,sổ tay hướng dẫn,คู่มือการใช้งาน,SEM_386,사용 설명서,使用说明书,使用說明書,manual de instrucciones,documentation,true
TERM_387,カタログ,catalog,Katalog,catalogue,catálogo,catálogo,catalogo,katalog,katalog,katalog,danh mục,แคตตาล็อก,SEM_387,카탈로그,目录,目錄,catálogo,documentation,true
TERM_388,図面,drawing,Zeichnung,dessin,dibujo,desenho,disegno,výkres,rysunek,çizim,bản vẽ,ภาพวาด,SEM_388,도면,图纸,圖紙,dibujo,documentation,true
TERM_389,仕様書,specification,Spezifikation,spécification,especificación,especificação,specifica,specifikace,specyfikacja,şartname,thông số kỹ thuật,ข้อกำหนด,SEM_389,사양서,规格书,規格書,especificación,documentation,true
TERM_390,保証書,warranty certificate,Garantiezertifikat,certificat de garantie,certificado de garantía,certificado de garantia,certificato di garanzia,záruční list,karta gwarancyjna,garanti belgesi,giấy chứng nhận bảo hành,ใบรับประกัน,SEM_390,보증서,保修证书,保證書,certificado de garantía,documentation,true
TERM_391,ロボット,robot,Roboter,robot,robot,robô,robot,robot,robot,robot,rô-bốt,หุ่นยนต์,SEM_391,로봇,机器人,機器人,robot,equipment,true
TERM_392,コンベア,conveyor,Förderband,convoyeur,transportador,transportador,trasportatore,dopravník,przenośnik,konveyör,băng tải,สายพาน,SEM_392,컨베이어,输送机,輸送機,transportador,equipment,true
TERM_393,プレス機,press machine,Pressmaschine,presse,prensa,prensa,pressa,lis,prasa,pres makinesi,máy ép,เครื่องอัด,SEM_393,프레스기,压力机,壓力機,prensa,equipment,true
TERM_394,射出成形機,injection molding machine,Spritzgussmaschine,machine de moulage par injection,máquina de moldeo por inyección,máquina de moldagem por injeção,macchina per stampaggio a iniezione,vstřikovací lis,wtryskarka,enjeksiyon kalıplama makinesi,máy đúc phun,เครื่องฉีดพลาสติก,SEM_394,사출 성형기,注塑机,射出成型機,máquina de moldeo por inyección,equipment,true
TERM_395,工作機械,machine tool,Werkzeugmaschine,machine-outil,máquina herramienta,máquina-ferramenta,macchina utensile,obráběcí stroj,obrabiar,takım tezgahı,máy công cụ,เครื่องจักรกล,SEM_395,공작 기계,机床,工具機,máquina herramienta,equipment,true
TERM_396,測定,measurement,Messung,mesure,medición,medição,misurazione,měření,pomiar,ölçüm,đo lường,การวัด,SEM_396,측정,测量,測量,medición,measurement,true
TERM_397,計測器,measuring instrument,Messgerät,instrument de mesure,instrumento de medición,instrumento de medição,strumento di misura,měřicí přístroj,przyrząd pomiarowy,ölçüm aleti,dụng cụ đo,เครื่องมือวัด,SEM_397,계측기,测量仪器,測量儀器,instrumento de medición,measurement,true
TERM_398,精度,accuracy,Genauigkeit,précision,precisión,precisão,precisione,přesnost,dokładność,doğruluk,độ chính xác,ความแม่นยำ,SEM_398,정밀도,精度,精度,precisión,measurement,true
TERM_399,公差,tolerance,Toleranz,tolérance,tolerancia,tolerância,tolleranza,tolerance,tolerancja,tolerans,dung sai,ค่าเผื่อ,SEM_399,공차,公差,公差,tolerancia,measurement,true
TERM_400,寸法,dimension,Abmessung,dimension,dimensión,dimensão,dimensione,rozměr,wymiar,boyut,kích thước,ขนาด,SEM_400,치수,尺寸,尺寸,dimensión,measurement,true
TERM_401,定格,rating,Nennwert,valeur nominale,valor nominal,valor nominal,valore nominale,jmenovitá hodnota,wartość znamionowa,anma değeri,giá trị định mức,ค่าพิกัด,SEM_401,정격,额定值,額定值,valor nominal,specification,true
TERM_402,最大値,maximum value,Maximalwert,valeur maximale,valor máximo,valor máximo,valore massimo,maximální hodnota,wartość maksymalna,maksimum değer,giá trị tối đa,ค่าสูงสุด,SEM_402,최대값,最大值,最大值,valor máximo,specification,true
TERM_403,最小値,minimum value,Minimalwert,valeur minimale,valor mínimo,valor mínimo,valore minimo,minimální hodnota,wartość minimalna,minimum değer,giá trị tối thiểu,ค่าต่ำสุด,SEM_403,최소값,最小值,最小值,valor mínimo,specification,true
TERM_404,標準値,standard value,Standardwert,valeur standard,valor estándar,valor padrão,valore standard,standardní hodnota,wartość standardowa,standart değer,giá trị tiêu chuẩn,ค่ามาตรฐาน,SEM_404,표준값,标准值,標準值,valor estándar,specification,true
TERM_405,範囲,range,Bereich,plage,rango,faixa,intervallo,rozsah,zakres,aralık,phạm vi,ช่วง,SEM_405,범위,范围,範圍,rango,specification,true
TERM_406,フィードバック制御,feedback control,Rückkopplungsregelung,contrôle par rétroaction,control por retroalimentación,controle por retroalimentação,controllo a retroazione,zpětnovazební řízení,sterowanie ze sprzężeniem zwrotnym,geri beslemeli kontrol,điều khiển phản hồi,การควบคุมแบบป้อนกลับ,SEM_406,피드백 제어,反馈控制,回饋控制,control por retroalimentación,control,true
TERM_407,オープンループ制御,open-loop control,Steuerung ohne Rückkopplung,contrôle en boucle ouverte,control de bucle abierto,controle em malha aberta,controllo ad anello aperto,řízení s otevřenou smyčkou,sterowanie otwarte,açık döngü kontrol,điều khiển vòng hở,การควบคุมแบบวงเปิด,SEM_407,개루프 제어,开环控制,開迴路控制,control de bucle abierto,control,true
TERM_408,PID制御,PID control,PID-Regelung,régulation PID,control PID,controle PID,controllo PID,PID regulace,regulacja PID,PID kontrol,điều khiển PID,การควบคุม PID,SEM_408,PID 제어,PID控制,PID控制,control PID,control,true
TERM_409,シーケンス制御,sequence control,Ablaufsteuerung,contrôle séquentiel,control secuencial,controle sequencial,controllo sequenziale,sekvenční řízení,sterowanie sekwencyjne,sıralı kontrol,điều khiển trình tự,การควบคุมลำดับ,SEM_409,시퀀스 제어,顺序控制,順序控制,control secuencial,control,true
TERM_410,ネットワーク,network,Netzwerk,réseau,red,rede,rete,síť,sieć,ağ,mạng,เครือข่าย,SEM_410,네트워크,网络,網路,red,network,true
TERM_411,ゲートウェイ,gateway,Gateway,passerelle,puerta de enlace,gateway,gateway,brána,brama,ağ geçidi,cổng,เกตเวย์,SEM_411,게이트웨이,网关,閘道,puerta de enlace,network,true
TERM_412,ノード,node,Knoten,nœud,nodo,nó,nodo,uzel,węzeł,düğüm,nút,โหนด,SEM_412,노드,节点,節點,nodo,network,true
TERM_413,IPアドレス,IP address,IP-Adresse,adresse IP,dirección IP,endereço IP,indirizzo IP,IP adresa,adres IP,IP adresi,địa chỉ IP,ที่อยู่ IP,SEM_413,IP 주소,IP地址,IP位址,dirección IP,network,true
TERM_414,MACアドレス,MAC address,MAC-Adresse,adresse MAC,dirección MAC,endereço MAC,indirizzo MAC,MAC adresa,adres MAC,MAC adresi,địa chỉ MAC,ที่อยู่ MAC,SEM_414,MAC 주소,MAC地址,MAC位址,dirección MAC,network,true
TERM_415,入力信号,input signal,Eingangssignal,signal d'entrée,señal de entrada,sinal de entrada,segnale di ingresso,vstupní signál,sygnał wejściowy,giriş sinyali,tín hiệu đầu vào,สัญญาณขาเข้า,SEM_415,입력 신호,输入信号,輸入訊號,señal de entrada,signal,true
TERM_416,出力信号,output signal,Ausgangssignal,signal de sortie,señal de salida,sinal de saída,segnale di uscita,výstupní signál,sygnał wyjściowy,çıkış sinyali,tín hiệu đầu ra,สัญญาณขาออก,SEM_416,출력 신호,输出信号,輸出訊號,señal de salida,signal,true
TERM_417,パルス信号,pulse signal,Impulssignal,signal d'impulsion,señal de pulso,sinal de pulso,segnale a impulsi,pulzní signál,sygnał impulsowy,darbe sinyali,tín hiệu xung,สัญญาณพัลส์,SEM_417,펄스 신호,脉冲信号,脈衝訊號,señal de pulso,signal,true
TERM_418,PWM信号,PWM signal,PWM-Signal,signal PWM,señal PWM,sinal PWM,segnale PWM,PWM signál,sygnał PWM,PWM sinyali,tín hiệu PWM,สัญญาณ PWM,SEM_418,PWM 신호,PWM信号,PWM訊號,señal PWM,signal,true
TERM_419,周波数,frequency,Frequenz,fréquence,frecuencia,frequência,frequenza,frekvence,częstotliwość,frekans,tần số,ความถี่,SEM_419,주파수,频率,頻率,frecuencia,signal,true
TERM_420,振幅,amplitude,Amplitude,amplitude,amplitud,amplitude,ampiezza,amplituda,amplituda,genlik,biên độ,แอมพลิจูด,SEM_420,진폭,振幅,振幅,amplitud,signal,true
TERM_421,定格電圧,rated voltage,Nennspannung,tension nominale,tensión nominal,tensão nominal,tensione nominale,jmenovité napětí,napięcie znamionowe,anma gerilimi,điện áp định mức,แรงดันไฟฟ้าพิกัด,SEM_421,정격 전압,额定电压,額定電壓,tensión nominal,power,true
TERM_422,定格電流,rated current,Nennstrom,courant nominal,corriente nominal,corrente nominal,corrente nominale,jmenovitý proud,prąd znamionowy,anma akımı,dòng điện định mức,กระแสไฟฟ้าพิกัด,SEM_422,정격 전류,额定电流,額定電流,corriente nominal,power,true
TERM_423,定格電力,rated power,Nennleistung,puissance nominale,potencia nominal,potência nominal,potenza nominale,jmenovitý výkon,moc znamionowa,anma gücü,công suất định mức,กำลังไฟฟ้าพิกัด,SEM_423,정격 전력,额定功率,額定功率,potencia nominal,power,true
TERM_424,待機電力,standby power,Standby-Leistung,puissance en veille,potencia en espera,potência em espera,potenza in standby,pohotovostní příkon,moc w trybie czuwania,bekleme gücü,công suất chờ,กำลังไฟฟ้าสแตนด์บาย,SEM_424,대기 전력,待机功率,待機功率,potencia en espera,power,true
TERM_425,力率,power factor,Leistungsfaktor,facteur de puissance,factor de potencia,fator de potência,fattore di potenza,účiník,współczynnik mocy,güç faktörü,hệ số công suất,เพาเวอร์แฟกเตอร์,SEM_425,역률,功率因数,功率因數,factor de potencia,power,true
TERM_426,省エネルギー,energy saving,Energieeinsparung,économie d'énergie,ahorro de energía,economia de energia,risparmio energetico,úspora energie,oszczędność energii,enerji tasarrufu,tiết kiệm năng lượng,การประหยัดพลังงาน,SEM_426,에너지 절약,节能,節能,ahorro de energía,energy,true
TERM_427,エネルギー効率,energy efficiency,Energieeffizienz,efficacité énergétique,eficiencia energética,eficiência energética,efficienza energetica,energetická účinnost,efektywność energetyczna,enerji verimliliği,hiệu suất năng lượng,ประสิทธิภาพพลังงาน,SEM_427,에너지 효율,能源效率,能源效率,eficiencia energética,energy,true
TERM_428,消費エネルギー,energy consumption,Energieverbrauch,consommation d'énergie,consumo de energía,consumo de energia,consumo energetico,spotřeba energie,zużycie energii,enerji tüketimi,tiêu thụ năng lượng,การใช้พลังงาน,SEM_428,에너지 소비,能耗,能源消耗,consumo de energía,energy,true
TERM_429,環境対応,environmental compliance,Umweltkonformität,conformité environnementale,conformidad ambiental,conformidade ambiental,conformità ambientale,shoda s životním prostředím,zgodność środowiskowa,çevresel uyumluluk,tuân thủ môi trường,การปฏิบัติตามข้อกำหนดสิ่งแวดล้อม,SEM_429,환경 대응,环境合规,環境合規,conformidad ambiental,environment,true
TERM_430,リサイクル,recycling,Recycling,recyclage,reciclaje,reciclagem,riciclaggio,recyklace,recykling,geri dönüşüm,tái chế,การรีไซเคิล,SEM_430,재활용,回收,回收,reciclaje,environment,true
TERM_431,有害物質,hazardous substance,Gefahrstoff,substance dangereuse,sustancia peligrosa,substância perigosa,sostanza pericolosa,nebezpečná látka,substancja niebezpieczna,tehlikeli madde,chất nguy hại,สารอันตราย,SEM_431,유해 물질,有害物质,有害物質,sustancia peligrosa,environment,true
TERM_432,安全装置,safety device,Sicherheitseinrichtung,dispositif de sécurité,dispositivo de seguridad,dispositivo de segurança,dispositivo di sicurezza,bezpečnostní zařízení,urządzenie bezpieczeństwa,güvenlik cihazı,thiết bị an toàn,อุปกรณ์ความปลอดภัย,SEM_432,안전 장치,安全装置,安全裝置,dispositivo de seguridad,safety,true
TERM_433,安全弁,safety valve,Sicherheitsventil,soupape de sécurité,válvula de seguridad,válvula de segurança,valvola di sicurezza,pojistný ventil,zawór bezpieczeństwa,emniyet valfi,van an toàn,วาล์วนิรภัย,SEM_433,안전 밸브,安全阀,安全閥,válvula de seguridad,safety,true
TERM_434,インターロック,interlock,Verriegelung,verrouillage,enclavamiento,intertravamento,interblocco,blokování,blokada,kilitleme,khóa liên động,อินเตอร์ล็อก,SEM_434,인터록,联锁,連鎖,enclavamiento,safety,true
TERM_435,ライトカーテン,light curtain,Lichtvorhang,rideau lumineux,cortina de luz,cortina de luz,barriera fotoelettrica,světelná závěra,kurtyna świetlna,ışık perdesi,rèm ánh sáng,ม่านแสง,SEM_435,라이트 커튼,光幕,光幕,cortina de luz,safety,true
TERM_436,セーフティマット,safety mat,Sicherheitsmatte,tapis de sécurité,alfombra de seguridad,tapete de segurança,tappeto di sicurezza,bezpečnostní rohož,mata bezpieczeństwa,güvenlik paspası,thảm an toàn,เสื่อนิรภัย,SEM_436,세이프티 매트,安全地毯,安全地毯,alfombra de seguridad,safety,true
TERM_437,緊急停止ボタン,emergency stop button,Not-Aus-Taster,bouton d'arrêt d'urgence,botón de parada de emergencia,botão de parada de emergência,pulsante di arresto di emergenza,tlačítko nouzového zastavení,przycisk zatrzymania awaryjnego,acil durdurma düğmesi,nút dừng khẩn cấp,ปุ่มหยุดฉุกเฉิน,SEM_437,비상 정지 버튼,急停按钮,緊急停止按鈕,botón de parada de emergencia,emergency,true
TERM_438,非常時,emergency,Notfall,urgence,emergencia,emergência,emergenza,nouzová situace,nagły wypadek,acil durum,khẩn cấp,ฉุกเฉิน,SEM_438,비상시,紧急情况,緊急狀況,emergencia,emergency,true
TERM_439,システム統合,system integration,Systemintegration,intégration de système,integración de sistemas,integração de sistema,integrazione di sistema,systémová integrace,integracja systemów,sistem entegrasyonu,tích hợp hệ thống,การรวมระบบ,SEM_439,시스템 통합,系统集成,系統整合,integración de sistemas,integration,true
TERM_440,互換性,compatibility,Kompatibilität,compatibilité,compatibilidad,compatibilidade,compatibilità,kompatibilita,kompatybilność,uyumluluk,tương thích,ความเข้ากันได้,SEM_440,호환성,兼容性,相容性,compatibilidad,integration,true
TERM_441,拡張性,expandability,Erweiterbarkeit,extensibilité,expansibilidad,expansibilidade,espandibilità,rozšiřitelnost,rozszerzalność,genişletilebilirlik,khả năng mở rộng,ความสามารถในการขยาย,SEM_441,확장성,可扩展性,擴充性,expansibilidad,integration,true
